absolute_contraction,arm,checkpoint,epsilon,layer,model,module,probe_name,relative_functional_contraction_module,source_name,source_protocol,state_rank_base,state_rank_current,state_rank_delta,source_key,artifact_probe_name,sample_count,sample_ids_sha256,source_path,module_set
23.0,offkd,160,0.1,14,llama,mlp.down_proj,E_ifeval,0.01972555746140652,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1166.0,1143.0,-23.0,llama_state_module,E_if,541.0,ada3bddad49c887f43db653b5ad2f3bf457673b9d230c09b3f1e97492472ba27,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
2.0,offkd,160,0.01,14,llama,self_attn.v_proj,E_mathHeld,0.0030349013657056147,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,659.0,657.0,-2.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
1.0,offkd,160,0.025,14,llama,self_attn.v_proj,E_mathHeld,0.001937984496124031,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,516.0,515.0,-1.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
2.0,offkd,160,0.05,14,llama,self_attn.v_proj,E_mathHeld,0.005037783375314861,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,397.0,395.0,-2.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
1.0,offkd,160,0.1,14,llama,self_attn.v_proj,E_mathHeld,0.003663003663003663,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,273.0,272.0,-1.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-8.0,offkd,160,0.01,14,llama,self_attn.o_proj,E_mathHeld,-0.00966183574879227,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,828.0,836.0,8.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-8.0,offkd,160,0.025,14,llama,self_attn.o_proj,E_mathHeld,-0.013179571663920923,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,607.0,615.0,8.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-8.0,offkd,160,0.05,14,llama,self_attn.o_proj,E_mathHeld,-0.018140589569160998,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,441.0,449.0,8.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-6.0,offkd,160,0.1,14,llama,self_attn.o_proj,E_mathHeld,-0.02097902097902098,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,286.0,292.0,6.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
8.0,offkd,160,0.01,14,llama,mlp.gate_proj,E_mathHeld,0.013628620102214651,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,587.0,579.0,-8.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
7.0,offkd,160,0.025,14,llama,mlp.gate_proj,E_mathHeld,0.021739130434782608,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,322.0,315.0,-7.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
5.0,offkd,160,0.05,14,llama,mlp.gate_proj,E_mathHeld,0.03164556962025317,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,158.0,153.0,-5.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
3.0,offkd,160,0.1,14,llama,mlp.gate_proj,E_mathHeld,0.061224489795918366,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,49.0,46.0,-3.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
4.0,offkd,160,0.01,14,llama,mlp.up_proj,E_mathHeld,0.003913894324853229,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1022.0,1018.0,-4.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
4.0,offkd,160,0.025,14,llama,mlp.up_proj,E_mathHeld,0.005326231691078562,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,751.0,747.0,-4.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
2.0,offkd,160,0.05,14,llama,mlp.up_proj,E_mathHeld,0.003745318352059925,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,534.0,532.0,-2.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
1.0,offkd,160,0.1,14,llama,mlp.up_proj,E_mathHeld,0.003076923076923077,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,325.0,324.0,-1.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
5.0,offkd,160,0.01,14,llama,mlp.down_proj,E_mathHeld,0.004302925989672977,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1162.0,1157.0,-5.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
5.0,offkd,160,0.025,14,llama,mlp.down_proj,E_mathHeld,0.005482456140350877,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,912.0,907.0,-5.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
5.0,offkd,160,0.05,14,llama,mlp.down_proj,E_mathHeld,0.007132667617689016,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,701.0,696.0,-5.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
4.0,offkd,160,0.1,14,llama,mlp.down_proj,E_mathHeld,0.008281573498964804,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,483.0,479.0,-4.0,llama_state_module,E_math,32.0,784a98b19d2125043d6004d6c139084000812b8fad63e5ebb391afeaa7328e83,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
1.0,offkd,160,0.01,14,llama,self_attn.v_proj,E_mmluPro,0.0011792452830188679,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,848.0,847.0,-1.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
2.0,offkd,160,0.025,14,llama,self_attn.v_proj,E_mmluPro,0.0027472527472527475,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,728.0,726.0,-2.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
2.0,offkd,160,0.05,14,llama,self_attn.v_proj,E_mmluPro,0.0033222591362126247,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,602.0,600.0,-2.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
3.0,offkd,160,0.1,14,llama,self_attn.v_proj,E_mmluPro,0.006726457399103139,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,446.0,443.0,-3.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
3.0,offkd,160,0.01,14,llama,self_attn.o_proj,E_mmluPro,0.0019280205655526992,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1556.0,1553.0,-3.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
3.0,offkd,160,0.025,14,llama,self_attn.o_proj,E_mmluPro,0.0025188916876574307,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1191.0,1188.0,-3.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
3.0,offkd,160,0.05,14,llama,self_attn.o_proj,E_mmluPro,0.003367003367003367,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,891.0,888.0,-3.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
2.0,offkd,160,0.1,14,llama,self_attn.o_proj,E_mmluPro,0.0034129692832764505,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,586.0,584.0,-2.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
16.0,offkd,160,0.01,14,llama,mlp.gate_proj,E_mmluPro,0.011834319526627219,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1352.0,1336.0,-16.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
15.0,offkd,160,0.025,14,llama,mlp.gate_proj,E_mmluPro,0.02051983584131327,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,731.0,716.0,-15.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
11.0,offkd,160,0.05,14,llama,mlp.gate_proj,E_mmluPro,0.03363914373088685,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,327.0,316.0,-11.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
4.0,offkd,160,0.1,14,llama,mlp.gate_proj,E_mmluPro,0.04819277108433735,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,83.0,79.0,-4.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
9.0,offkd,160,0.01,14,llama,mlp.up_proj,E_mmluPro,0.003977021652673442,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,2263.0,2254.0,-9.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
11.0,offkd,160,0.025,14,llama,mlp.up_proj,E_mmluPro,0.006197183098591549,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1775.0,1764.0,-11.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
11.0,offkd,160,0.05,14,llama,mlp.up_proj,E_mmluPro,0.008339651250947688,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1319.0,1308.0,-11.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
10.0,offkd,160,0.1,14,llama,mlp.up_proj,E_mmluPro,0.012121212121212121,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,825.0,815.0,-10.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
8.0,offkd,160,0.01,14,llama,mlp.down_proj,E_mmluPro,0.0032626427406199023,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,2452.0,2444.0,-8.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
11.0,offkd,160,0.025,14,llama,mlp.down_proj,E_mmluPro,0.005344995140913508,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,2058.0,2047.0,-11.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
13.0,offkd,160,0.05,14,llama,mlp.down_proj,E_mmluPro,0.007789095266626723,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1669.0,1656.0,-13.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
13.0,offkd,160,0.1,14,llama,mlp.down_proj,E_mmluPro,0.010717230008244023,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1213.0,1200.0,-13.0,llama_state_module,E_ood,128.0,07e8dc34088d08544ea3cfc1060e1691ed483b925c70c269a94cc504c34b61b5,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-1.0,offkd,320,0.01,14,llama,self_attn.v_proj,E_general,-0.0011587485515643105,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,863.0,864.0,1.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
0.0,offkd,320,0.025,14,llama,self_attn.v_proj,E_general,0.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,751.0,751.0,0.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
0.0,offkd,320,0.05,14,llama,self_attn.v_proj,E_general,0.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,631.0,631.0,0.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
0.0,offkd,320,0.1,14,llama,self_attn.v_proj,E_general,0.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,479.0,479.0,0.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-2.0,offkd,320,0.01,14,llama,self_attn.o_proj,E_general,-0.0012626262626262627,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1584.0,1586.0,2.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-3.0,offkd,320,0.025,14,llama,self_attn.o_proj,E_general,-0.0024232633279483036,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1238.0,1241.0,3.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-3.0,offkd,320,0.05,14,llama,self_attn.o_proj,E_general,-0.0031446540880503146,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,954.0,957.0,3.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
-2.0,offkd,320,0.1,14,llama,self_attn.o_proj,E_general,-0.0030349013657056147,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,659.0,661.0,2.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
8.0,offkd,320,0.01,14,llama,mlp.gate_proj,E_general,0.005718370264474625,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1399.0,1391.0,-8.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
9.0,offkd,320,0.025,14,llama,mlp.gate_proj,E_general,0.011479591836734694,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,784.0,775.0,-9.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
8.0,offkd,320,0.05,14,llama,mlp.gate_proj,E_general,0.021739130434782608,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,368.0,360.0,-8.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
3.0,offkd,320,0.1,14,llama,mlp.gate_proj,E_general,0.03,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,100.0,97.0,-3.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
0.0,offkd,320,0.01,14,llama,mlp.up_proj,E_general,0.0,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,2314.0,2314.0,0.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
1.0,offkd,320,0.025,14,llama,mlp.up_proj,E_general,0.0005399568034557236,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1852.0,1851.0,-1.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
1.0,offkd,320,0.05,14,llama,mlp.up_proj,E_general,0.000708215297450425,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1412.0,1411.0,-1.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
1.0,offkd,320,0.1,14,llama,mlp.up_proj,E_general,0.0010834236186348862,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,923.0,922.0,-1.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
2.0,offkd,320,0.01,14,llama,mlp.down_proj,E_general,0.0007908264136022143,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,2529.0,2527.0,-2.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
3.0,offkd,320,0.025,14,llama,mlp.down_proj,E_general,0.0013844023996308261,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,2167.0,2164.0,-3.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
4.0,offkd,320,0.05,14,llama,mlp.down_proj,E_general,0.0022197558268590455,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1802.0,1798.0,-4.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
4.0,offkd,320,0.1,14,llama,mlp.down_proj,E_general,0.002936857562408223,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,1362.0,1358.0,-4.0,llama_state_module,E_general,128.0,8c16d7454dcb8d00841b2156becf5b72118a5ea01eaca8ee1722f451b5e1c08e,/root/LLM-output-density/mypaper/local_experiment_results/cycle_09_aaai_competitiveness_completion/run_01/mini/llama_matched_state_module_ranks.csv,equal5_non_qk
