model,domain,target,feature_block,OOF_R2,OOF_MAE,OOF_prediction_spearman,n_checkpoint_groups,n_state_rows,analysis_role,outer_split,standardization,alpha_selection
qwen,mmlu,kl_t,Pk8-only,0.2308860211096121,0.13026030774055158,0.6088709677419355,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_t,Pk16-only,0.24059431955899024,0.13319740411435832,0.5733137829912023,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_t,Pk32-only,0.443009822652099,0.1114826509130756,0.6935483870967741,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_t,PkAll-only,0.18153535297867562,0.13821129804083726,0.5388563049853372,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_f,C-only,-0.01075474045592606,0.060280265219765136,0.1353925353925354,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_f,C-only-matched,-0.2505848598339844,0.06831027285678096,-0.27602639296187675,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_f,Pk4-only,-0.06898582082159344,0.06465229164657454,-0.3614369501466275,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_f,Pk8-only,0.050014751052726236,0.0600590833349868,0.13343108504398826,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_f,Pk16-only,-0.24676671910448067,0.0706269029797812,-0.3610703812316715,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_f,Pk32-only,-0.16710780712790263,0.06806500623927186,-0.49853372434017584,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_f,PkAll-only,-0.16692819988026963,0.06842619488468309,-0.08064516129032258,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_a,C-only,0.6681275395666046,0.048019577856343684,0.8177606177606178,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_a,C-only-matched,0.669559109884491,0.041249554058679305,0.878299120234604,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_a,Pk4-only,-0.22476597078239235,0.08942437396406205,-0.5597507331378299,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_a,Pk8-only,0.3023865904146966,0.06584455678095424,0.6524926686217007,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_a,Pk16-only,0.3625114195773028,0.060941408102286425,0.6312316715542521,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_a,Pk32-only,0.5249635305994544,0.05029543385690484,0.7067448680351905,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_a,PkAll-only,0.40806583717538114,0.05829530389604956,0.657624633431085,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_t,C-only,0.46837605421467754,0.7505475889668319,0.6252252252252253,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_t,C-only-matched,0.3439863976134121,0.7829262919062496,0.5795454545454545,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_t,Pk4-only,-0.1529046157838918,0.9520241033753307,-0.3343108504398827,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_t,Pk8-only,-0.042394918787723945,0.8381189503445362,-0.07478005865102638,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_t,Pk16-only,0.07023176553431754,0.8660918482278741,0.2100439882697947,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_t,Pk32-only,0.4057250387335518,0.7272393009122349,0.5425219941348973,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,abs_delta_nll_t,PkAll-only,0.4632777828533482,0.6574891473066153,0.6301319648093842,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_a,C-only,0.35230113444500755,0.14321359361875433,0.5853281853281854,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_a,C-only-matched,0.32131892478853685,0.15464684331435552,0.5663489736070381,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_a,Pk4-only,-0.23823340034965668,0.2071058535828907,-0.7642961876832843,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_a,Pk8-only,0.38517628187192965,0.14352785005910157,0.6048387096774194,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_a,Pk16-only,0.18646539102457693,0.17542214885286606,0.627199413489736,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_a,Pk32-only,0.20875039226004333,0.17214742288927545,0.6129032258064515,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_a,PkAll-only,0.5364815483290366,0.12165158189246039,0.7045454545454545,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_p,C-only,0.5393115283042,0.11604215034126637,0.7593307593307593,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_p,C-only-matched,0.5139047479919736,0.12452219251964844,0.7631964809384163,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_p,Pk4-only,-0.27635769088749274,0.20147590557493839,-0.6088709677419355,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_p,Pk8-only,0.48404799952266087,0.11818389925825817,0.7404692082111436,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_p,Pk16-only,0.2446825633721874,0.1522367468494532,0.7071114369501466,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_p,Pk32-only,0.2718660344260475,0.1509769315834362,0.722140762463343,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,delta_nll_f_minus_p,PkAll-only,0.6083556498830691,0.10032526813460343,0.8291788856304985,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f_minus_a,C-only,0.5230436227283959,0.023022876508314413,0.7675675675675677,9,36,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f_minus_a,C-only-matched,0.472509698108439,0.02214355034485426,0.7591642228739002,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f_minus_a,Pk4-only,-0.17848772937002044,0.041942298841437464,-0.6741202346041055,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f_minus_a,Pk8-only,0.2832004914796048,0.02882539538839993,0.5887096774193548,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f_minus_a,Pk16-only,0.2217371905399278,0.030578370515060325,0.5256598240469208,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f_minus_a,Pk32-only,0.20867106004641867,0.029953133500146067,0.48093841642228735,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
qwen,mmlu,kl_f_minus_a,PkAll-only,0.2965984297407418,0.02425164752233322,0.5894428152492668,8,32,standalone,leave_one_checkpoint_group_out,train_fold_only,inner_checkpoint_cv_train_only
