model,domain,arm,feature,target,n,pearson,spearman,diagnostic_only,residual_model
llama,mmlu,seqkd,p8_equal5,kl_f,6,-0.3336366078495015,-0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,kl_f,6,-0.11457690760096995,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,kl_f,6,-0.36157774029216133,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,kl_a,6,0.5934266365687239,0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,kl_a,6,-0.20882133644244918,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,kl_a,6,-0.2321290582949134,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,kl_a,6,0.05469292364102376,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,kl_a,6,0.009285129356782123,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,kl_t,6,-0.25733891649062857,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,kl_t,6,-0.1983223397871557,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,kl_t,6,-0.16612466598165485,-0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,kl_t,6,0.14885372357143287,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,kl_t,6,0.22705381099772495,0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,abs_delta_nll_f,6,0.5960355732746735,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,abs_delta_nll_f,6,-0.7459143533456682,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,abs_delta_nll_f,6,-0.7636692297889929,-0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,abs_delta_nll_f,6,-0.8949565128661596,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,abs_delta_nll_f,6,-0.7087841612300922,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,abs_delta_nll_a,6,0.4452447614629218,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,abs_delta_nll_a,6,-0.9273077158321397,-0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,abs_delta_nll_a,6,-0.93578529924093,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,abs_delta_nll_a,6,-0.7696032704036361,-0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,abs_delta_nll_a,6,-0.6113076443256398,-0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,abs_delta_nll_t,6,-0.47376876099358933,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,abs_delta_nll_t,6,-0.5058719817919384,-0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,abs_delta_nll_t,6,-0.4183930117776195,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,abs_delta_nll_t,6,-0.5615761974797457,-0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,abs_delta_nll_t,6,-0.042689690540812605,0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,delta_nll_f_minus_a,6,0.8026016342630711,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,delta_nll_f_minus_a,6,-0.6218859504941857,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,delta_nll_f_minus_a,6,-0.6635306157319709,-0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,delta_nll_f_minus_a,6,-0.7622103129242255,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,delta_nll_f_minus_a,6,-0.6969573718303933,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,delta_nll_f_minus_p,6,0.7362951905106717,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,delta_nll_f_minus_p,6,-0.7227373735896268,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,delta_nll_f_minus_p,6,-0.7643872344865037,-0.8285714285714287,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,delta_nll_f_minus_p,6,-0.8487365048631391,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,delta_nll_f_minus_p,6,-0.7849105533402397,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,c_equal5,kl_f_minus_a,6,0.778996549765799,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p4_equal5,kl_f_minus_a,6,-0.21471680582940503,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p8_equal5,kl_f_minus_a,6,-0.327600265607388,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p16_equal5,kl_f_minus_a,6,-0.3239867671804741,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,seqkd,p32_equal5,kl_f_minus_a,6,-0.7654674175033758,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,delta_nll_p,6,-0.7686099108896418,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,delta_nll_p,6,-0.06785350503287414,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,delta_nll_p,6,-0.11144799432866667,0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,delta_nll_p,6,-0.4018229881147588,-0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,delta_nll_p,6,-0.2514599455878107,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,delta_nll_f,6,0.7567229203759508,0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,delta_nll_f,6,0.6512497564811645,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,delta_nll_f,6,0.6456209062927738,0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,delta_nll_f,6,0.6982650094581367,0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,delta_nll_f,6,0.47862568421395996,0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,delta_nll_a,6,0.8111355954420351,0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,delta_nll_a,6,0.4684011717206743,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,delta_nll_a,6,0.7804467368342567,0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,delta_nll_a,6,0.9694903057244254,0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,delta_nll_a,6,0.9908531176081429,1.0,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,delta_nll_t,6,-0.9678507570843901,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,delta_nll_t,6,-0.16838184059373668,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,delta_nll_t,6,-0.47806518316255686,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,delta_nll_t,6,-0.8630775883189807,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,delta_nll_t,6,-0.7892878607912459,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,kl_f,6,0.48149746487105477,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,kl_f,6,0.11550707283603533,0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,kl_f,6,0.49909133618851437,0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,kl_f,6,0.7165835306844959,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,kl_f,6,0.8230012513825139,0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,kl_a,6,0.7799186508745268,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,kl_a,6,0.5932514633191253,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,kl_a,6,0.8343807784543678,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,kl_a,6,0.9589389655555648,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,kl_a,6,0.8980178970509044,0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,kl_t,6,0.5652866749396378,0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,kl_t,6,0.15089325310636786,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,kl_t,6,0.5380768026357633,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,kl_t,6,0.7702287809335734,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,kl_t,6,0.8845147449118264,0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,abs_delta_nll_f,6,-0.6178944350687979,-0.6571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,abs_delta_nll_f,6,0.27373500346931146,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,abs_delta_nll_f,6,-0.057466582534736924,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,abs_delta_nll_f,6,-0.5012251952170698,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,abs_delta_nll_f,6,-0.43603974303705,-0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,abs_delta_nll_a,6,0.021904383370196227,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,abs_delta_nll_a,6,0.3171667451847956,0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,abs_delta_nll_a,6,-0.016154775882714977,0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,abs_delta_nll_a,6,-0.18656245176540173,-0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,abs_delta_nll_a,6,-0.41766677449044304,-0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,abs_delta_nll_t,6,-0.970904720416423,-0.942857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,abs_delta_nll_t,6,-0.16148439865199937,-0.08571428571428573,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,abs_delta_nll_t,6,-0.46708268889563015,-0.3714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,abs_delta_nll_t,6,-0.8555663653761939,-0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,abs_delta_nll_t,6,-0.7777989581615513,-0.8857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,delta_nll_f_minus_a,6,0.7066184808815192,0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,delta_nll_f_minus_a,6,0.6332266168467996,0.2,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,delta_nll_f_minus_a,6,0.5932127825345234,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,delta_nll_f_minus_a,6,0.6278799661076652,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,delta_nll_f_minus_a,6,0.39472250069865117,0.2571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,delta_nll_f_minus_p,6,0.787011572155604,0.7142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,delta_nll_f_minus_p,6,0.6181794656415263,0.48571428571428577,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,delta_nll_f_minus_p,6,0.6172377689808881,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,delta_nll_f_minus_p,6,0.6955894592813399,0.7714285714285715,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,delta_nll_f_minus_p,6,0.4744038705576434,0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,c_equal5,kl_f_minus_a,6,0.41553003059181276,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p4_equal5,kl_f_minus_a,6,0.038255046641471904,0.028571428571428574,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p8_equal5,kl_f_minus_a,6,0.42678666555417,0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p16_equal5,kl_f_minus_a,6,0.6489234034532818,0.3142857142857143,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
llama,mmlu,sft,p32_equal5,kl_f_minus_a,6,0.7760447976697133,0.5428571428571429,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,delta_nll_p,9,0.20892778608277351,0.03333333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,delta_nll_p,8,-0.4864974319345631,-0.523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,delta_nll_p,8,-0.45142654595640996,-0.5476190476190477,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,delta_nll_p,8,-0.24681770476375078,-0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,delta_nll_p,8,-0.0370294309560944,-0.19047619047619052,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,delta_nll_c,9,-0.6352298791118395,-0.5833333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,delta_nll_c,8,0.1539732912948426,0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,delta_nll_c,8,0.030669531972668557,-0.023809523809523815,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,delta_nll_c,8,0.019599704124459622,0.04761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,delta_nll_c,8,-0.13813397648214756,0.023809523809523815,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,delta_nll_b,9,-0.9357510284573418,-0.8833333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,delta_nll_b,8,-0.30751687440168557,-0.07142857142857144,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,delta_nll_b,8,-0.4521326399289655,-0.28571428571428575,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,delta_nll_b,8,-0.35828874467763894,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,delta_nll_b,8,-0.4297378091169484,-0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,delta_nll_t,9,-0.14913765802661738,-0.18333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,delta_nll_t,8,-0.40714837233063866,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,delta_nll_t,8,-0.5105343591716237,-0.4523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,delta_nll_t,8,-0.09932872102114315,-0.14285714285714288,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,delta_nll_t,8,0.1288595504400164,-0.09523809523809526,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,kl_b,9,0.6590494939328697,0.6166666666666666,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,kl_b,8,0.8561627549874161,0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,kl_b,8,0.9456545605528723,0.9761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,kl_b,8,0.7518584413167085,0.7380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,kl_b,8,0.6152371745416433,0.6904761904761906,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,kl_t,9,0.7481326636444654,0.7166666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,kl_t,8,0.8774904956775432,0.7857142857142858,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,kl_t,8,0.9138563406867581,0.8571428571428572,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,kl_t,8,0.8869601586469084,0.6666666666666669,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,kl_t,8,0.8119506236789564,0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,abs_delta_nll_c,9,-0.5807882216722101,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,abs_delta_nll_c,8,0.3308225068881329,0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,abs_delta_nll_c,8,0.19923480315083777,0.07142857142857144,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,abs_delta_nll_c,8,0.1722656733609613,0.07142857142857144,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,abs_delta_nll_c,8,0.02408521476639597,0.04761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,abs_delta_nll_b,9,-0.8713646959346879,-0.9500000000000001,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,abs_delta_nll_b,8,-0.37606895969936965,-0.3333333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,abs_delta_nll_b,8,-0.4525443729497165,-0.5000000000000001,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,abs_delta_nll_b,8,-0.47212484994181037,-0.4047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,abs_delta_nll_b,8,-0.5929048111858989,-0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,abs_delta_nll_t,9,0.4739936332625609,0.21666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,abs_delta_nll_t,8,0.5366707550054737,0.6904761904761906,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,abs_delta_nll_t,8,0.5352499213199791,0.6190476190476191,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,abs_delta_nll_t,8,0.7538875973718981,0.8333333333333335,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,abs_delta_nll_t,8,0.6817116931390195,0.7380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,delta_nll_b_minus_c,9,-0.9380658668940534,-0.8333333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,delta_nll_b_minus_c,8,-0.34657538131245424,-0.1666666666666667,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,delta_nll_b_minus_c,8,-0.491120749047799,-0.3333333333333334,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,delta_nll_b_minus_c,8,-0.3887413648938431,-0.2380952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,delta_nll_b_minus_c,8,-0.4510346354051335,-0.261904761904762,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,c_equal5,delta_nll_b_minus_p,9,-0.6855636122707601,-0.6,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p4_equal5,delta_nll_b_minus_p,8,0.08649100502438486,0.19047619047619052,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p8_equal5,delta_nll_b_minus_p,8,-0.019869615676357096,0.04761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p16_equal5,delta_nll_b_minus_p,8,-0.07755140312860688,0.07142857142857144,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,offkd,p32_equal5,delta_nll_b_minus_p,8,-0.23734982164807078,0.04761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,delta_nll_p,9,-0.7812749740612087,-0.8499999999999999,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,delta_nll_p,8,-0.42772597437423915,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,delta_nll_p,8,-0.5270107939357883,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,delta_nll_p,8,-0.8050773138706561,-0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,delta_nll_p,8,-0.9308147432728194,-0.9523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,delta_nll_c,9,-0.7859624921483491,-0.7999999999999999,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,delta_nll_c,8,-0.39545360642003075,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,delta_nll_c,8,-0.5176257170471494,-0.5952380952380953,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,delta_nll_c,8,-0.8010670828534001,-0.880952380952381,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,delta_nll_c,8,-0.9406375065760636,-0.9523809523809524,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,delta_nll_b,9,-0.6230509030882175,-0.6833333333333333,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,delta_nll_b,8,-0.3497986736611243,-0.4047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,delta_nll_b,8,-0.44862737687667165,-0.4047619047619048,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,delta_nll_b,8,-0.6510303105516422,-0.8095238095238096,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,delta_nll_b,8,-0.7994921152464771,-0.8095238095238096,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,c_equal5,delta_nll_t,9,0.8792553574020372,0.9,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p4_equal5,delta_nll_t,8,0.15226255088623672,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p8_equal5,delta_nll_t,8,0.2963038235448151,0.4285714285714286,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p16_equal5,delta_nll_t,8,0.7329951708142534,0.8095238095238096,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
qwen,math,opd,p32_equal5,delta_nll_t,8,0.9383666294926171,0.9761904761904763,True,within_model_domain_arm_intercept_plus_log1p_checkpoint
