arm,base_r_epsilon,delta_from_base,epsilon,layer,module,n_samples,probe,r_epsilon,step,track
frozen_self,1600,-33,0.05,21,mlp.down_proj,541,E_if,1567,20,per_checkpoint
frozen_self,1130,-33,0.1,21,mlp.down_proj,541,E_if,1097,20,per_checkpoint
frozen_self,602,1,0.01,7,self_attn.q_proj,128,E_general,603,20,per_checkpoint
frozen_self,277,1,0.025,7,self_attn.q_proj,128,E_general,278,20,per_checkpoint
frozen_self,104,0,0.05,7,self_attn.q_proj,128,E_general,104,20,per_checkpoint
frozen_self,24,0,0.1,7,self_attn.q_proj,128,E_general,24,20,per_checkpoint
frozen_self,347,0,0.01,7,self_attn.k_proj,128,E_general,347,20,per_checkpoint
frozen_self,186,0,0.025,7,self_attn.k_proj,128,E_general,186,20,per_checkpoint
frozen_self,88,0,0.05,7,self_attn.k_proj,128,E_general,88,20,per_checkpoint
frozen_self,29,0,0.1,7,self_attn.k_proj,128,E_general,29,20,per_checkpoint
frozen_self,769,0,0.01,7,self_attn.v_proj,128,E_general,769,20,per_checkpoint
frozen_self,619,0,0.025,7,self_attn.v_proj,128,E_general,619,20,per_checkpoint
frozen_self,479,0,0.05,7,self_attn.v_proj,128,E_general,479,20,per_checkpoint
frozen_self,323,0,0.1,7,self_attn.v_proj,128,E_general,323,20,per_checkpoint
frozen_self,1435,-4,0.01,7,self_attn.o_proj,128,E_general,1431,20,per_checkpoint
frozen_self,1072,-4,0.025,7,self_attn.o_proj,128,E_general,1068,20,per_checkpoint
frozen_self,784,-4,0.05,7,self_attn.o_proj,128,E_general,780,20,per_checkpoint
frozen_self,501,-3,0.1,7,self_attn.o_proj,128,E_general,498,20,per_checkpoint
frozen_self,1725,5,0.01,7,mlp.gate_proj,128,E_general,1730,20,per_checkpoint
frozen_self,1115,5,0.025,7,mlp.gate_proj,128,E_general,1120,20,per_checkpoint
frozen_self,635,5,0.05,7,mlp.gate_proj,128,E_general,640,20,per_checkpoint
frozen_self,235,2,0.1,7,mlp.gate_proj,128,E_general,237,20,per_checkpoint
frozen_self,2385,1,0.01,7,mlp.up_proj,128,E_general,2386,20,per_checkpoint
frozen_self,1939,2,0.025,7,mlp.up_proj,128,E_general,1941,20,per_checkpoint
frozen_self,1506,2,0.05,7,mlp.up_proj,128,E_general,1508,20,per_checkpoint
frozen_self,1012,2,0.1,7,mlp.up_proj,128,E_general,1014,20,per_checkpoint
frozen_self,2545,1,0.01,7,mlp.down_proj,128,E_general,2546,20,per_checkpoint
frozen_self,2208,1,0.025,7,mlp.down_proj,128,E_general,2209,20,per_checkpoint
frozen_self,1859,1,0.05,7,mlp.down_proj,128,E_general,1860,20,per_checkpoint
frozen_self,1428,0,0.1,7,mlp.down_proj,128,E_general,1428,20,per_checkpoint
frozen_self,693,-1,0.01,14,self_attn.q_proj,128,E_general,692,20,per_checkpoint
frozen_self,351,0,0.025,14,self_attn.q_proj,128,E_general,351,20,per_checkpoint
frozen_self,156,0,0.05,14,self_attn.q_proj,128,E_general,156,20,per_checkpoint
frozen_self,50,-1,0.1,14,self_attn.q_proj,128,E_general,49,20,per_checkpoint
frozen_self,375,-1,0.01,14,self_attn.k_proj,128,E_general,374,20,per_checkpoint
frozen_self,212,-1,0.025,14,self_attn.k_proj,128,E_general,211,20,per_checkpoint
frozen_self,111,0,0.05,14,self_attn.k_proj,128,E_general,111,20,per_checkpoint
frozen_self,48,0,0.1,14,self_attn.k_proj,128,E_general,48,20,per_checkpoint
frozen_self,863,0,0.01,14,self_attn.v_proj,128,E_general,863,20,per_checkpoint
frozen_self,751,-1,0.025,14,self_attn.v_proj,128,E_general,750,20,per_checkpoint
frozen_self,631,-1,0.05,14,self_attn.v_proj,128,E_general,630,20,per_checkpoint
frozen_self,479,-1,0.1,14,self_attn.v_proj,128,E_general,478,20,per_checkpoint
frozen_self,1584,-10,0.01,14,self_attn.o_proj,128,E_general,1574,20,per_checkpoint
frozen_self,1239,-10,0.025,14,self_attn.o_proj,128,E_general,1229,20,per_checkpoint
frozen_self,955,-9,0.05,14,self_attn.o_proj,128,E_general,946,20,per_checkpoint
frozen_self,659,-7,0.1,14,self_attn.o_proj,128,E_general,652,20,per_checkpoint
frozen_self,1400,-6,0.01,14,mlp.gate_proj,128,E_general,1394,20,per_checkpoint
frozen_self,785,-5,0.025,14,mlp.gate_proj,128,E_general,780,20,per_checkpoint
frozen_self,368,-3,0.05,14,mlp.gate_proj,128,E_general,365,20,per_checkpoint
frozen_self,100,-1,0.1,14,mlp.gate_proj,128,E_general,99,20,per_checkpoint
frozen_self,2315,-4,0.01,14,mlp.up_proj,128,E_general,2311,20,per_checkpoint
frozen_self,1853,-4,0.025,14,mlp.up_proj,128,E_general,1849,20,per_checkpoint
frozen_self,1413,-4,0.05,14,mlp.up_proj,128,E_general,1409,20,per_checkpoint
frozen_self,924,-4,0.1,14,mlp.up_proj,128,E_general,920,20,per_checkpoint
frozen_self,2529,-2,0.01,14,mlp.down_proj,128,E_general,2527,20,per_checkpoint
frozen_self,2167,-2,0.025,14,mlp.down_proj,128,E_general,2165,20,per_checkpoint
frozen_self,1802,-3,0.05,14,mlp.down_proj,128,E_general,1799,20,per_checkpoint
frozen_self,1362,-3,0.1,14,mlp.down_proj,128,E_general,1359,20,per_checkpoint
frozen_self,851,-7,0.01,21,self_attn.q_proj,128,E_general,844,20,per_checkpoint
frozen_self,444,-5,0.025,21,self_attn.q_proj,128,E_general,439,20,per_checkpoint
frozen_self,185,-3,0.05,21,self_attn.q_proj,128,E_general,182,20,per_checkpoint
frozen_self,40,-1,0.1,21,self_attn.q_proj,128,E_general,39,20,per_checkpoint
frozen_self,435,-2,0.01,21,self_attn.k_proj,128,E_general,433,20,per_checkpoint
frozen_self,253,-3,0.025,21,self_attn.k_proj,128,E_general,250,20,per_checkpoint
frozen_self,119,-1,0.05,21,self_attn.k_proj,128,E_general,118,20,per_checkpoint
frozen_self,40,-1,0.1,21,self_attn.k_proj,128,E_general,39,20,per_checkpoint
frozen_self,813,-2,0.01,21,self_attn.v_proj,128,E_general,811,20,per_checkpoint
frozen_self,689,-3,0.025,21,self_attn.v_proj,128,E_general,686,20,per_checkpoint
frozen_self,564,-3,0.05,21,self_attn.v_proj,128,E_general,561,20,per_checkpoint
frozen_self,413,-3,0.1,21,self_attn.v_proj,128,E_general,410,20,per_checkpoint
frozen_self,1500,-18,0.01,21,self_attn.o_proj,128,E_general,1482,20,per_checkpoint
frozen_self,1137,-17,0.025,21,self_attn.o_proj,128,E_general,1120,20,per_checkpoint
frozen_self,844,-16,0.05,21,self_attn.o_proj,128,E_general,828,20,per_checkpoint
frozen_self,548,-13,0.1,21,self_attn.o_proj,128,E_general,535,20,per_checkpoint
frozen_self,1927,-18,0.01,21,mlp.gate_proj,128,E_general,1909,20,per_checkpoint
frozen_self,1362,-20,0.025,21,mlp.gate_proj,128,E_general,1342,20,per_checkpoint
frozen_self,887,-19,0.05,21,mlp.gate_proj,128,E_general,868,20,per_checkpoint
frozen_self,430,-15,0.1,21,mlp.gate_proj,128,E_general,415,20,per_checkpoint
frozen_self,2321,-10,0.01,21,mlp.up_proj,128,E_general,2311,20,per_checkpoint
frozen_self,1864,-13,0.025,21,mlp.up_proj,128,E_general,1851,20,per_checkpoint
frozen_self,1431,-13,0.05,21,mlp.up_proj,128,E_general,1418,20,per_checkpoint
frozen_self,951,-13,0.1,21,mlp.up_proj,128,E_general,938,20,per_checkpoint
frozen_self,2486,-7,0.01,21,mlp.down_proj,128,E_general,2479,20,per_checkpoint
frozen_self,2104,-9,0.025,21,mlp.down_proj,128,E_general,2095,20,per_checkpoint
frozen_self,1721,-11,0.05,21,mlp.down_proj,128,E_general,1710,20,per_checkpoint
frozen_self,1265,-10,0.1,21,mlp.down_proj,128,E_general,1255,20,per_checkpoint
frozen_self,203,0,0.01,7,self_attn.q_proj,32,S_math,203,40,per_checkpoint
frozen_self,83,0,0.025,7,self_attn.q_proj,32,S_math,83,40,per_checkpoint
frozen_self,32,0,0.05,7,self_attn.q_proj,32,S_math,32,40,per_checkpoint
frozen_self,8,0,0.1,7,self_attn.q_proj,32,S_math,8,40,per_checkpoint
frozen_self,151,0,0.01,7,self_attn.k_proj,32,S_math,151,40,per_checkpoint
frozen_self,68,0,0.025,7,self_attn.k_proj,32,S_math,68,40,per_checkpoint
frozen_self,29,1,0.05,7,self_attn.k_proj,32,S_math,30,40,per_checkpoint
frozen_self,8,0,0.1,7,self_attn.k_proj,32,S_math,8,40,per_checkpoint
frozen_self,492,-1,0.01,7,self_attn.v_proj,32,S_math,491,40,per_checkpoint
frozen_self,346,-1,0.025,7,self_attn.v_proj,32,S_math,345,40,per_checkpoint
frozen_self,240,-1,0.05,7,self_attn.v_proj,32,S_math,239,40,per_checkpoint
frozen_self,146,-1,0.1,7,self_attn.v_proj,32,S_math,145,40,per_checkpoint
frozen_self,623,-12,0.01,7,self_attn.o_proj,32,S_math,611,40,per_checkpoint
frozen_self,395,-10,0.025,7,self_attn.o_proj,32,S_math,385,40,per_checkpoint
frozen_self,250,-8,0.05,7,self_attn.o_proj,32,S_math,242,40,per_checkpoint
frozen_self,134,-5,0.1,7,self_attn.o_proj,32,S_math,129,40,per_checkpoint
frozen_self,580,3,0.01,7,mlp.gate_proj,32,S_math,583,40,per_checkpoint
frozen_self,313,2,0.025,7,mlp.gate_proj,32,S_math,315,40,per_checkpoint
frozen_self,157,2,0.05,7,mlp.gate_proj,32,S_math,159,40,per_checkpoint
frozen_self,54,1,0.1,7,mlp.gate_proj,32,S_math,55,40,per_checkpoint
frozen_self,978,-2,0.01,7,mlp.up_proj,32,S_math,976,40,per_checkpoint
frozen_self,649,-2,0.025,7,mlp.up_proj,32,S_math,647,40,per_checkpoint
frozen_self,425,-1,0.05,7,mlp.up_proj,32,S_math,424,40,per_checkpoint
frozen_self,238,-2,0.1,7,mlp.up_proj,32,S_math,236,40,per_checkpoint
frozen_self,1221,5,0.01,7,mlp.down_proj,32,S_math,1226,40,per_checkpoint
frozen_self,866,3,0.025,7,mlp.down_proj,32,S_math,869,40,per_checkpoint
frozen_self,610,3,0.05,7,mlp.down_proj,32,S_math,613,40,per_checkpoint
frozen_self,377,2,0.1,7,mlp.down_proj,32,S_math,379,40,per_checkpoint
frozen_self,295,1,0.01,14,self_attn.q_proj,32,S_math,296,40,per_checkpoint
frozen_self,138,0,0.025,14,self_attn.q_proj,32,S_math,138,40,per_checkpoint
frozen_self,65,0,0.05,14,self_attn.q_proj,32,S_math,65,40,per_checkpoint
frozen_self,26,-1,0.1,14,self_attn.q_proj,32,S_math,25,40,per_checkpoint
frozen_self,186,2,0.01,14,self_attn.k_proj,32,S_math,188,40,per_checkpoint
frozen_self,94,2,0.025,14,self_attn.k_proj,32,S_math,96,40,per_checkpoint
frozen_self,49,1,0.05,14,self_attn.k_proj,32,S_math,50,40,per_checkpoint
frozen_self,19,-1,0.1,14,self_attn.k_proj,32,S_math,18,40,per_checkpoint
frozen_self,659,-8,0.01,14,self_attn.v_proj,32,S_math,651,40,per_checkpoint
frozen_self,498,-8,0.025,14,self_attn.v_proj,32,S_math,490,40,per_checkpoint
frozen_self,365,-7,0.05,14,self_attn.v_proj,32,S_math,358,40,per_checkpoint
frozen_self,237,-6,0.1,14,self_attn.v_proj,32,S_math,231,40,per_checkpoint
frozen_self,743,-51,0.01,14,self_attn.o_proj,32,S_math,692,40,per_checkpoint
frozen_self,477,-43,0.025,14,self_attn.o_proj,32,S_math,434,40,per_checkpoint
frozen_self,307,-34,0.05,14,self_attn.o_proj,32,S_math,273,40,per_checkpoint
frozen_self,172,-25,0.1,14,self_attn.o_proj,32,S_math,147,40,per_checkpoint
frozen_self,604,-34,0.01,14,mlp.gate_proj,32,S_math,570,40,per_checkpoint
frozen_self,295,-23,0.025,14,mlp.gate_proj,32,S_math,272,40,per_checkpoint
frozen_self,132,-14,0.05,14,mlp.gate_proj,32,S_math,118,40,per_checkpoint
frozen_self,37,-5,0.1,14,mlp.gate_proj,32,S_math,32,40,per_checkpoint
frozen_self,1193,-37,0.01,14,mlp.up_proj,32,S_math,1156,40,per_checkpoint
frozen_self,783,-34,0.025,14,mlp.up_proj,32,S_math,749,40,per_checkpoint
frozen_self,505,-29,0.05,14,mlp.up_proj,32,S_math,476,40,per_checkpoint
frozen_self,275,-22,0.1,14,mlp.up_proj,32,S_math,253,40,per_checkpoint
frozen_self,1423,-25,0.01,14,mlp.down_proj,32,S_math,1398,40,per_checkpoint
frozen_self,1011,-24,0.025,14,mlp.down_proj,32,S_math,987,40,per_checkpoint
frozen_self,711,-21,0.05,14,mlp.down_proj,32,S_math,690,40,per_checkpoint
frozen_self,440,-16,0.1,14,mlp.down_proj,32,S_math,424,40,per_checkpoint
frozen_self,261,-12,0.01,21,self_attn.q_proj,32,S_math,249,40,per_checkpoint
frozen_self,119,-6,0.025,21,self_attn.q_proj,32,S_math,113,40,per_checkpoint
frozen_self,53,-3,0.05,21,self_attn.q_proj,32,S_math,50,40,per_checkpoint
frozen_self,17,-2,0.1,21,self_attn.q_proj,32,S_math,15,40,per_checkpoint
frozen_self,166,-7,0.01,21,self_attn.k_proj,32,S_math,159,40,per_checkpoint
frozen_self,75,-3,0.025,21,self_attn.k_proj,32,S_math,72,40,per_checkpoint
frozen_self,35,-1,0.05,21,self_attn.k_proj,32,S_math,34,40,per_checkpoint
frozen_self,12,-1,0.1,21,self_attn.k_proj,32,S_math,11,40,per_checkpoint
frozen_self,554,-28,0.01,21,self_attn.v_proj,32,S_math,526,40,per_checkpoint
frozen_self,400,-26,0.025,21,self_attn.v_proj,32,S_math,374,40,per_checkpoint
frozen_self,285,-23,0.05,21,self_attn.v_proj,32,S_math,262,40,per_checkpoint
frozen_self,180,-17,0.1,21,self_attn.v_proj,32,S_math,163,40,per_checkpoint
frozen_self,588,-46,0.01,21,self_attn.o_proj,32,S_math,542,40,per_checkpoint
frozen_self,379,-34,0.025,21,self_attn.o_proj,32,S_math,345,40,per_checkpoint
frozen_self,247,-24,0.05,21,self_attn.o_proj,32,S_math,223,40,per_checkpoint
frozen_self,143,-16,0.1,21,self_attn.o_proj,32,S_math,127,40,per_checkpoint
frozen_self,796,-104,0.01,21,mlp.gate_proj,32,S_math,692,40,per_checkpoint
frozen_self,458,-75,0.025,21,mlp.gate_proj,32,S_math,383,40,per_checkpoint
frozen_self,254,-51,0.05,21,mlp.gate_proj,32,S_math,203,40,per_checkpoint
frozen_self,110,-29,0.1,21,mlp.gate_proj,32,S_math,81,40,per_checkpoint
frozen_self,1118,-87,0.01,21,mlp.up_proj,32,S_math,1031,40,per_checkpoint
frozen_self,730,-68,0.025,21,mlp.up_proj,32,S_math,662,40,per_checkpoint
frozen_self,473,-50,0.05,21,mlp.up_proj,32,S_math,423,40,per_checkpoint
frozen_self,263,-33,0.1,21,mlp.up_proj,32,S_math,230,40,per_checkpoint
frozen_self,1278,-87,0.01,21,mlp.down_proj,32,S_math,1191,40,per_checkpoint
frozen_self,883,-72,0.025,21,mlp.down_proj,32,S_math,811,40,per_checkpoint
frozen_self,607,-56,0.05,21,mlp.down_proj,32,S_math,551,40,per_checkpoint
frozen_self,367,-39,0.1,21,mlp.down_proj,32,S_math,328,40,per_checkpoint
frozen_self,321,1,0.01,7,self_attn.q_proj,32,E_math,322,40,per_checkpoint
frozen_self,153,1,0.025,7,self_attn.q_proj,32,E_math,154,40,per_checkpoint
frozen_self,65,0,0.05,7,self_attn.q_proj,32,E_math,65,40,per_checkpoint
frozen_self,17,1,0.1,7,self_attn.q_proj,32,E_math,18,40,per_checkpoint
frozen_self,233,0,0.01,7,self_attn.k_proj,32,E_math,233,40,per_checkpoint
frozen_self,120,0,0.025,7,self_attn.k_proj,32,E_math,120,40,per_checkpoint
frozen_self,58,0,0.05,7,self_attn.k_proj,32,E_math,58,40,per_checkpoint
frozen_self,20,0,0.1,7,self_attn.k_proj,32,E_math,20,40,per_checkpoint
frozen_self,554,0,0.01,7,self_attn.v_proj,32,E_math,554,40,per_checkpoint
frozen_self,410,-1,0.025,7,self_attn.v_proj,32,E_math,409,40,per_checkpoint
frozen_self,296,0,0.05,7,self_attn.v_proj,32,E_math,296,40,per_checkpoint
frozen_self,187,0,0.1,7,self_attn.v_proj,32,E_math,187,40,per_checkpoint
frozen_self,715,-3,0.01,7,self_attn.o_proj,32,E_math,712,40,per_checkpoint
frozen_self,495,-3,0.025,7,self_attn.o_proj,32,E_math,492,40,per_checkpoint
frozen_self,341,-3,0.05,7,self_attn.o_proj,32,E_math,338,40,per_checkpoint
frozen_self,205,-2,0.1,7,self_attn.o_proj,32,E_math,203,40,per_checkpoint
frozen_self,707,1,0.01,7,mlp.gate_proj,32,E_math,708,40,per_checkpoint
frozen_self,437,0,0.025,7,mlp.gate_proj,32,E_math,437,40,per_checkpoint
frozen_self,249,0,0.05,7,mlp.gate_proj,32,E_math,249,40,per_checkpoint
frozen_self,103,0,0.1,7,mlp.gate_proj,32,E_math,103,40,per_checkpoint
frozen_self,1010,0,0.01,7,mlp.up_proj,32,E_math,1010,40,per_checkpoint
frozen_self,747,0,0.025,7,mlp.up_proj,32,E_math,747,40,per_checkpoint
frozen_self,536,0,0.05,7,mlp.up_proj,32,E_math,536,40,per_checkpoint
frozen_self,331,0,0.1,7,mlp.up_proj,32,E_math,331,40,per_checkpoint
frozen_self,1232,0,0.01,7,mlp.down_proj,32,E_math,1232,40,per_checkpoint
frozen_self,969,0,0.025,7,mlp.down_proj,32,E_math,969,40,per_checkpoint
frozen_self,752,0,0.05,7,mlp.down_proj,32,E_math,752,40,per_checkpoint
frozen_self,526,0,0.1,7,mlp.down_proj,32,E_math,526,40,per_checkpoint
frozen_self,391,-5,0.01,14,self_attn.q_proj,32,E_math,386,40,per_checkpoint
frozen_self,208,-4,0.025,14,self_attn.q_proj,32,E_math,204,40,per_checkpoint
frozen_self,103,-2,0.05,14,self_attn.q_proj,32,E_math,101,40,per_checkpoint
frozen_self,38,-1,0.1,14,self_attn.q_proj,32,E_math,37,40,per_checkpoint
frozen_self,263,-3,0.01,14,self_attn.k_proj,32,E_math,260,40,per_checkpoint
frozen_self,150,-2,0.025,14,self_attn.k_proj,32,E_math,148,40,per_checkpoint
frozen_self,84,-2,0.05,14,self_attn.k_proj,32,E_math,82,40,per_checkpoint
frozen_self,38,-1,0.1,14,self_attn.k_proj,32,E_math,37,40,per_checkpoint
frozen_self,659,-4,0.01,14,self_attn.v_proj,32,E_math,655,40,per_checkpoint
frozen_self,517,-5,0.025,14,self_attn.v_proj,32,E_math,512,40,per_checkpoint
frozen_self,397,-5,0.05,14,self_attn.v_proj,32,E_math,392,40,per_checkpoint
frozen_self,273,-4,0.1,14,self_attn.v_proj,32,E_math,269,40,per_checkpoint
frozen_self,848,-15,0.01,14,self_attn.o_proj,32,E_math,833,40,per_checkpoint
frozen_self,618,-15,0.025,14,self_attn.o_proj,32,E_math,603,40,per_checkpoint
frozen_self,447,-13,0.05,14,self_attn.o_proj,32,E_math,434,40,per_checkpoint
frozen_self,289,-11,0.1,14,self_attn.o_proj,32,E_math,278,40,per_checkpoint
frozen_self,588,-18,0.01,14,mlp.gate_proj,32,E_math,570,40,per_checkpoint
frozen_self,322,-14,0.025,14,mlp.gate_proj,32,E_math,308,40,per_checkpoint
frozen_self,158,-10,0.05,14,mlp.gate_proj,32,E_math,148,40,per_checkpoint
frozen_self,49,-5,0.1,14,mlp.gate_proj,32,E_math,44,40,per_checkpoint
frozen_self,1024,-11,0.01,14,mlp.up_proj,32,E_math,1013,40,per_checkpoint
frozen_self,752,-11,0.025,14,mlp.up_proj,32,E_math,741,40,per_checkpoint
frozen_self,535,-10,0.05,14,mlp.up_proj,32,E_math,525,40,per_checkpoint
frozen_self,326,-8,0.1,14,mlp.up_proj,32,E_math,318,40,per_checkpoint
frozen_self,1191,-9,0.01,14,mlp.down_proj,32,E_math,1182,40,per_checkpoint
frozen_self,928,-11,0.025,14,mlp.down_proj,32,E_math,917,40,per_checkpoint
frozen_self,711,-11,0.05,14,mlp.down_proj,32,E_math,700,40,per_checkpoint
frozen_self,489,-10,0.1,14,mlp.down_proj,32,E_math,479,40,per_checkpoint
frozen_self,396,-27,0.01,21,self_attn.q_proj,32,E_math,369,40,per_checkpoint
frozen_self,207,-18,0.025,21,self_attn.q_proj,32,E_math,189,40,per_checkpoint
frozen_self,97,-10,0.05,21,self_attn.q_proj,32,E_math,87,40,per_checkpoint
frozen_self,29,-4,0.1,21,self_attn.q_proj,32,E_math,25,40,per_checkpoint
frozen_self,274,-15,0.01,21,self_attn.k_proj,32,E_math,259,40,per_checkpoint
frozen_self,151,-11,0.025,21,self_attn.k_proj,32,E_math,140,40,per_checkpoint
frozen_self,77,-6,0.05,21,self_attn.k_proj,32,E_math,71,40,per_checkpoint
frozen_self,29,-2,0.1,21,self_attn.k_proj,32,E_math,27,40,per_checkpoint
frozen_self,578,-20,0.01,21,self_attn.v_proj,32,E_math,558,40,per_checkpoint
frozen_self,438,-19,0.025,21,self_attn.v_proj,32,E_math,419,40,per_checkpoint
frozen_self,327,-18,0.05,21,self_attn.v_proj,32,E_math,309,40,per_checkpoint
frozen_self,218,-14,0.1,21,self_attn.v_proj,32,E_math,204,40,per_checkpoint
frozen_self,702,-27,0.01,21,self_attn.o_proj,32,E_math,675,40,per_checkpoint
frozen_self,493,-25,0.025,21,self_attn.o_proj,32,E_math,468,40,per_checkpoint
frozen_self,346,-21,0.05,21,self_attn.o_proj,32,E_math,325,40,per_checkpoint
frozen_self,215,-16,0.1,21,self_attn.o_proj,32,E_math,199,40,per_checkpoint
frozen_self,771,-63,0.01,21,mlp.gate_proj,32,E_math,708,40,per_checkpoint
frozen_self,497,-55,0.025,21,mlp.gate_proj,32,E_math,442,40,per_checkpoint
frozen_self,302,-44,0.05,21,mlp.gate_proj,32,E_math,258,40,per_checkpoint
frozen_self,139,-27,0.1,21,mlp.gate_proj,32,E_math,112,40,per_checkpoint
frozen_self,974,-49,0.01,21,mlp.up_proj,32,E_math,925,40,per_checkpoint
frozen_self,703,-47,0.025,21,mlp.up_proj,32,E_math,656,40,per_checkpoint
frozen_self,494,-42,0.05,21,mlp.up_proj,32,E_math,452,40,per_checkpoint
frozen_self,296,-31,0.1,21,mlp.up_proj,32,E_math,265,40,per_checkpoint
frozen_self,1106,-43,0.01,21,mlp.down_proj,32,E_math,1063,40,per_checkpoint
frozen_self,839,-45,0.025,21,mlp.down_proj,32,E_math,794,40,per_checkpoint
frozen_self,625,-42,0.05,21,mlp.down_proj,32,E_math,583,40,per_checkpoint
frozen_self,412,-35,0.1,21,mlp.down_proj,32,E_math,377,40,per_checkpoint
frozen_self,363,2,0.01,7,self_attn.q_proj,30,E_math_hard_v2,365,40,per_checkpoint
frozen_self,159,2,0.025,7,self_attn.q_proj,30,E_math_hard_v2,161,40,per_checkpoint
frozen_self,61,1,0.05,7,self_attn.q_proj,30,E_math_hard_v2,62,40,per_checkpoint
frozen_self,16,0,0.1,7,self_attn.q_proj,30,E_math_hard_v2,16,40,per_checkpoint
frozen_self,247,0,0.01,7,self_attn.k_proj,30,E_math_hard_v2,247,40,per_checkpoint
frozen_self,121,0,0.025,7,self_attn.k_proj,30,E_math_hard_v2,121,40,per_checkpoint
frozen_self,55,0,0.05,7,self_attn.k_proj,30,E_math_hard_v2,55,40,per_checkpoint
frozen_self,18,0,0.1,7,self_attn.k_proj,30,E_math_hard_v2,18,40,per_checkpoint
frozen_self,629,1,0.01,7,self_attn.v_proj,30,E_math_hard_v2,630,40,per_checkpoint
frozen_self,469,0,0.025,7,self_attn.v_proj,30,E_math_hard_v2,469,40,per_checkpoint
frozen_self,338,0,0.05,7,self_attn.v_proj,30,E_math_hard_v2,338,40,per_checkpoint
frozen_self,212,0,0.1,7,self_attn.v_proj,30,E_math_hard_v2,212,40,per_checkpoint
frozen_self,948,-4,0.01,7,self_attn.o_proj,30,E_math_hard_v2,944,40,per_checkpoint
frozen_self,658,-4,0.025,7,self_attn.o_proj,30,E_math_hard_v2,654,40,per_checkpoint
frozen_self,453,-4,0.05,7,self_attn.o_proj,30,E_math_hard_v2,449,40,per_checkpoint
frozen_self,272,-3,0.1,7,self_attn.o_proj,30,E_math_hard_v2,269,40,per_checkpoint
frozen_self,964,2,0.01,7,mlp.gate_proj,30,E_math_hard_v2,966,40,per_checkpoint
frozen_self,563,2,0.025,7,mlp.gate_proj,30,E_math_hard_v2,565,40,per_checkpoint
frozen_self,302,1,0.05,7,mlp.gate_proj,30,E_math_hard_v2,303,40,per_checkpoint
frozen_self,113,0,0.1,7,mlp.gate_proj,30,E_math_hard_v2,113,40,per_checkpoint
frozen_self,1475,1,0.01,7,mlp.up_proj,30,E_math_hard_v2,1476,40,per_checkpoint
frozen_self,1057,1,0.025,7,mlp.up_proj,30,E_math_hard_v2,1058,40,per_checkpoint
frozen_self,737,1,0.05,7,mlp.up_proj,30,E_math_hard_v2,738,40,per_checkpoint
frozen_self,438,0,0.1,7,mlp.up_proj,30,E_math_hard_v2,438,40,per_checkpoint
frozen_self,1800,0,0.01,7,mlp.down_proj,30,E_math_hard_v2,1800,40,per_checkpoint
frozen_self,1393,0,0.025,7,mlp.down_proj,30,E_math_hard_v2,1393,40,per_checkpoint
frozen_self,1064,0,0.05,7,mlp.down_proj,30,E_math_hard_v2,1064,40,per_checkpoint
frozen_self,731,0,0.1,7,mlp.down_proj,30,E_math_hard_v2,731,40,per_checkpoint
frozen_self,479,-6,0.01,14,self_attn.q_proj,30,E_math_hard_v2,473,40,per_checkpoint
frozen_self,246,-4,0.025,14,self_attn.q_proj,30,E_math_hard_v2,242,40,per_checkpoint
frozen_self,117,-3,0.05,14,self_attn.q_proj,30,E_math_hard_v2,114,40,per_checkpoint
frozen_self,41,-1,0.1,14,self_attn.q_proj,30,E_math_hard_v2,40,40,per_checkpoint
frozen_self,298,-4,0.01,14,self_attn.k_proj,30,E_math_hard_v2,294,40,per_checkpoint
frozen_self,168,-3,0.025,14,self_attn.k_proj,30,E_math_hard_v2,165,40,per_checkpoint
frozen_self,91,-1,0.05,14,self_attn.k_proj,30,E_math_hard_v2,90,40,per_checkpoint
frozen_self,40,-1,0.1,14,self_attn.k_proj,30,E_math_hard_v2,39,40,per_checkpoint
frozen_self,764,-5,0.01,14,self_attn.v_proj,30,E_math_hard_v2,759,40,per_checkpoint
frozen_self,620,-6,0.025,14,self_attn.v_proj,30,E_math_hard_v2,614,40,per_checkpoint
frozen_self,487,-6,0.05,14,self_attn.v_proj,30,E_math_hard_v2,481,40,per_checkpoint
frozen_self,341,-5,0.1,14,self_attn.v_proj,30,E_math_hard_v2,336,40,per_checkpoint
frozen_self,1177,-21,0.01,14,self_attn.o_proj,30,E_math_hard_v2,1156,40,per_checkpoint
frozen_self,863,-18,0.025,14,self_attn.o_proj,30,E_math_hard_v2,845,40,per_checkpoint
frozen_self,627,-16,0.05,14,self_attn.o_proj,30,E_math_hard_v2,611,40,per_checkpoint
frozen_self,405,-13,0.1,14,self_attn.o_proj,30,E_math_hard_v2,392,40,per_checkpoint
frozen_self,877,-33,0.01,14,mlp.gate_proj,30,E_math_hard_v2,844,40,per_checkpoint
frozen_self,470,-26,0.025,14,mlp.gate_proj,30,E_math_hard_v2,444,40,per_checkpoint
frozen_self,225,-17,0.05,14,mlp.gate_proj,30,E_math_hard_v2,208,40,per_checkpoint
frozen_self,66,-7,0.1,14,mlp.gate_proj,30,E_math_hard_v2,59,40,per_checkpoint
frozen_self,1561,-18,0.01,14,mlp.up_proj,30,E_math_hard_v2,1543,40,per_checkpoint
frozen_self,1129,-19,0.025,14,mlp.up_proj,30,E_math_hard_v2,1110,40,per_checkpoint
