model,arm,checkpoint,probe_name,layer,formal_state_cell_available,formal_source,formal_protocol,state_spectrum_path,candidate_paths_checked,status,blocker_reason
llama,sft,20,E_general,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_general.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_general.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_general.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_general.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_general.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_general.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,20,E_math,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_math.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_math.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_math.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_math.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_math.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_math.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,20,E_ood,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_ood.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_ood.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_ood.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_ood.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_ood.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_ood.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,20,E_if,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_if.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_if.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_if.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_if.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_if.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_020/E_if.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,40,E_general,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_general.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_general.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_general.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_general.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_general.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_general.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,40,E_math,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_math.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_math.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_math.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_math.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_math.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_math.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,40,E_ood,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_ood.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_ood.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_ood.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_ood.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_ood.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_ood.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,40,E_if,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_if.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_if.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_if.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_if.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_if.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_040/E_if.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,80,E_general,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_general.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_general.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_general.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_general.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_general.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_general.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,80,E_math,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_math.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_math.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_math.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_math.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_math.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_math.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,80,E_ood,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_ood.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_ood.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_ood.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_ood.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_ood.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_ood.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,sft,80,E_if,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_if.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_if.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_if.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_if.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_if.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/sft/step_080/E_if.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,20,E_general,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_general.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_general.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_general.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_general.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_general.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_general.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,20,E_math,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_math.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_math.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_math.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_math.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_math.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_math.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,20,E_ood,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_ood.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_ood.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_ood.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_ood.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_ood.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_ood.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,20,E_if,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_if.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_if.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_if.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_if.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_if.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_020/E_if.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,40,E_general,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_general.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_general.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_general.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_general.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_general.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_general.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,40,E_math,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_math.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_math.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_math.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_math.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_math.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_math.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,40,E_ood,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_ood.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_ood.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_ood.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_ood.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_ood.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_ood.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,40,E_if,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_if.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_if.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_if.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_if.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_if.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_040/E_if.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,80,E_general,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_general.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_general.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_general.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_general.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_general.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_general.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,80,E_math,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_math.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_math.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_math.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_math.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_math.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_math.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,80,E_ood,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_ood.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_ood.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_ood.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_ood.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_ood.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_ood.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,offkd,80,E_if,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_if.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_if.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_if.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_if.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_if.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/offkd/step_080/E_if.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,seqkd,20,E_general,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_general.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_general.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_general.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_general.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_general.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_general.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,seqkd,20,E_math,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_math.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_math.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_math.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_math.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_math.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_math.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,seqkd,20,E_ood,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_ood.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_ood.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_ood.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_ood.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_ood.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_ood.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,seqkd,20,E_if,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_if.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_if.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_if.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_if.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_if.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_020/E_if.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,seqkd,40,E_general,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_general.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_general.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_general.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_general.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_general.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_general.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
llama,seqkd,40,E_math,14,True,llama_d10_matched_numeric,D10_bf16_forward_fp64_eigh_svd,,/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_math.L14.main.state_singular.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_math.L14.main.state_spectrum.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_math.L14.main.state_singular_values.pt;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_math.L14.main.state_singular.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_math.L14.main.state_spectrum.npy;/root/autodl-tmp/cycle09_stage4_state_displacement/cells/llama/seqkd/step_040/E_math.L14.main.state_singular_values.npy,READY_RECOMPUTE_FROM_FORMAL_CHECKPOINT,"missing complete W_t S_{D,t} singular values or equivalent energy statistics"
