arm,checkpoint,probe_name,layer,module,epsilon,rr2s_rank,d10_rank,rank_diff,status
sft,80,E_math,14,mlp.gate_proj,0.1,45,45.0,0.0,PASS
sft,80,E_math,14,mlp.up_proj,0.01,1007,1007.0,0.0,PASS
sft,80,E_math,14,mlp.up_proj,0.025,736,736.0,0.0,PASS
sft,80,E_math,14,mlp.up_proj,0.05,521,521.0,0.0,PASS
sft,80,E_math,14,mlp.up_proj,0.1,315,315.0,0.0,PASS
sft,80,E_math,14,self_attn.k_proj,0.01,259,259.0,0.0,PASS
sft,80,E_math,14,self_attn.k_proj,0.025,148,148.0,0.0,PASS
sft,80,E_math,14,self_attn.k_proj,0.05,82,82.0,0.0,PASS
sft,80,E_math,14,self_attn.k_proj,0.1,37,37.0,0.0,PASS
sft,80,E_math,14,self_attn.o_proj,0.01,817,817.0,0.0,PASS
sft,80,E_math,14,self_attn.o_proj,0.025,597,597.0,0.0,PASS
sft,80,E_math,14,self_attn.o_proj,0.05,432,432.0,0.0,PASS
sft,80,E_math,14,self_attn.o_proj,0.1,278,278.0,0.0,PASS
sft,80,E_math,14,self_attn.q_proj,0.01,380,380.0,0.0,PASS
sft,80,E_math,14,self_attn.q_proj,0.025,200,200.0,0.0,PASS
sft,80,E_math,14,self_attn.q_proj,0.05,98,98.0,0.0,PASS
sft,80,E_math,14,self_attn.q_proj,0.1,36,36.0,0.0,PASS
sft,80,E_math,14,self_attn.v_proj,0.01,652,652.0,0.0,PASS
sft,80,E_math,14,self_attn.v_proj,0.025,509,509.0,0.0,PASS
sft,80,E_math,14,self_attn.v_proj,0.05,390,390.0,0.0,PASS
sft,80,E_math,14,self_attn.v_proj,0.1,267,267.0,0.0,PASS
sft,80,E_ood,14,mlp.down_proj,0.01,2444,2444.0,0.0,PASS
sft,80,E_ood,14,mlp.down_proj,0.025,2046,2046.0,0.0,PASS
sft,80,E_ood,14,mlp.down_proj,0.05,1655,1655.0,0.0,PASS
sft,80,E_ood,14,mlp.down_proj,0.1,1198,1198.0,0.0,PASS
sft,80,E_ood,14,mlp.gate_proj,0.01,1328,1328.0,0.0,PASS
sft,80,E_ood,14,mlp.gate_proj,0.025,710,710.0,0.0,PASS
sft,80,E_ood,14,mlp.gate_proj,0.05,314,314.0,0.0,PASS
sft,80,E_ood,14,mlp.gate_proj,0.1,78,78.0,0.0,PASS
sft,80,E_ood,14,mlp.up_proj,0.01,2247,2247.0,0.0,PASS
sft,80,E_ood,14,mlp.up_proj,0.025,1755,1755.0,0.0,PASS
sft,80,E_ood,14,mlp.up_proj,0.05,1298,1298.0,0.0,PASS
sft,80,E_ood,14,mlp.up_proj,0.1,806,806.0,0.0,PASS
sft,80,E_ood,14,self_attn.k_proj,0.01,329,329.0,0.0,PASS
sft,80,E_ood,14,self_attn.k_proj,0.025,178,178.0,0.0,PASS
sft,80,E_ood,14,self_attn.k_proj,0.05,92,92.0,0.0,PASS
sft,80,E_ood,14,self_attn.k_proj,0.1,40,40.0,0.0,PASS
sft,80,E_ood,14,self_attn.o_proj,0.01,1543,1543.0,0.0,PASS
sft,80,E_ood,14,self_attn.o_proj,0.025,1177,1177.0,0.0,PASS
sft,80,E_ood,14,self_attn.o_proj,0.05,877,877.0,0.0,PASS
sft,80,E_ood,14,self_attn.o_proj,0.1,573,573.0,0.0,PASS
sft,80,E_ood,14,self_attn.q_proj,0.01,599,599.0,0.0,PASS
sft,80,E_ood,14,self_attn.q_proj,0.025,286,286.0,0.0,PASS
sft,80,E_ood,14,self_attn.q_proj,0.05,122,122.0,0.0,PASS
sft,80,E_ood,14,self_attn.q_proj,0.1,41,41.0,0.0,PASS
sft,80,E_ood,14,self_attn.v_proj,0.01,845,845.0,0.0,PASS
sft,80,E_ood,14,self_attn.v_proj,0.025,724,724.0,0.0,PASS
sft,80,E_ood,14,self_attn.v_proj,0.05,597,597.0,0.0,PASS
sft,80,E_ood,14,self_attn.v_proj,0.1,440,440.0,0.0,PASS
sft,80,E_if,14,mlp.down_proj,0.01,2421,2421.0,0.0,PASS
sft,80,E_if,14,mlp.down_proj,0.025,2011,2011.0,0.0,PASS
sft,80,E_if,14,mlp.down_proj,0.05,1609,1609.0,0.0,PASS
sft,80,E_if,14,mlp.down_proj,0.1,1142,1142.0,0.0,PASS
sft,80,E_if,14,mlp.gate_proj,0.01,1278,1278.0,0.0,PASS
sft,80,E_if,14,mlp.gate_proj,0.025,683,683.0,0.0,PASS
sft,80,E_if,14,mlp.gate_proj,0.05,311,311.0,0.0,PASS
sft,80,E_if,14,mlp.gate_proj,0.1,90,90.0,0.0,PASS
sft,80,E_if,14,mlp.up_proj,0.01,2158,2158.0,0.0,PASS
sft,80,E_if,14,mlp.up_proj,0.025,1645,1645.0,0.0,PASS
sft,80,E_if,14,mlp.up_proj,0.05,1181,1181.0,0.0,PASS
sft,80,E_if,14,mlp.up_proj,0.1,699,699.0,0.0,PASS
sft,80,E_if,14,self_attn.k_proj,0.01,342,342.0,0.0,PASS
sft,80,E_if,14,self_attn.k_proj,0.025,187,187.0,0.0,PASS
sft,80,E_if,14,self_attn.k_proj,0.05,97,97.0,0.0,PASS
sft,80,E_if,14,self_attn.k_proj,0.1,42,42.0,0.0,PASS
sft,80,E_if,14,self_attn.o_proj,0.01,1499,1499.0,0.0,PASS
sft,80,E_if,14,self_attn.o_proj,0.025,1144,1144.0,0.0,PASS
sft,80,E_if,14,self_attn.o_proj,0.05,854,854.0,0.0,PASS
sft,80,E_if,14,self_attn.o_proj,0.1,559,559.0,0.0,PASS
sft,80,E_if,14,self_attn.q_proj,0.01,617,617.0,0.0,PASS
sft,80,E_if,14,self_attn.q_proj,0.025,300,300.0,0.0,PASS
sft,80,E_if,14,self_attn.q_proj,0.05,131,131.0,0.0,PASS
sft,80,E_if,14,self_attn.q_proj,0.1,43,43.0,0.0,PASS
sft,80,E_if,14,self_attn.v_proj,0.01,827,827.0,0.0,PASS
sft,80,E_if,14,self_attn.v_proj,0.025,698,698.0,0.0,PASS
sft,80,E_if,14,self_attn.v_proj,0.05,565,565.0,0.0,PASS
sft,80,E_if,14,self_attn.v_proj,0.1,402,402.0,0.0,PASS
offkd,20,E_general,14,mlp.down_proj,0.01,2528,2528.0,0.0,PASS
offkd,20,E_general,14,mlp.down_proj,0.025,2166,2166.0,0.0,PASS
offkd,20,E_general,14,mlp.down_proj,0.05,1801,1801.0,0.0,PASS
offkd,20,E_general,14,mlp.down_proj,0.1,1361,1361.0,0.0,PASS
offkd,20,E_general,14,mlp.gate_proj,0.01,1397,1397.0,0.0,PASS
offkd,20,E_general,14,mlp.gate_proj,0.025,782,782.0,0.0,PASS
offkd,20,E_general,14,mlp.gate_proj,0.05,366,366.0,0.0,PASS
offkd,20,E_general,14,mlp.gate_proj,0.1,99,99.0,0.0,PASS
offkd,20,E_general,14,mlp.up_proj,0.01,2314,2314.0,0.0,PASS
offkd,20,E_general,14,mlp.up_proj,0.025,1851,1851.0,0.0,PASS
offkd,20,E_general,14,mlp.up_proj,0.05,1411,1411.0,0.0,PASS
offkd,20,E_general,14,mlp.up_proj,0.1,922,922.0,0.0,PASS
offkd,20,E_general,14,self_attn.k_proj,0.01,373,373.0,0.0,PASS
offkd,20,E_general,14,self_attn.k_proj,0.025,210,210.0,0.0,PASS
offkd,20,E_general,14,self_attn.k_proj,0.05,111,111.0,0.0,PASS
offkd,20,E_general,14,self_attn.k_proj,0.1,48,48.0,0.0,PASS
offkd,20,E_general,14,self_attn.o_proj,0.01,1584,1584.0,0.0,PASS
offkd,20,E_general,14,self_attn.o_proj,0.025,1239,1239.0,0.0,PASS
offkd,20,E_general,14,self_attn.o_proj,0.05,955,955.0,0.0,PASS
offkd,20,E_general,14,self_attn.o_proj,0.1,659,659.0,0.0,PASS
offkd,20,E_general,14,self_attn.q_proj,0.01,689,689.0,0.0,PASS
offkd,20,E_general,14,self_attn.q_proj,0.025,349,349.0,0.0,PASS
offkd,20,E_general,14,self_attn.q_proj,0.05,155,155.0,0.0,PASS
offkd,20,E_general,14,self_attn.q_proj,0.1,49,49.0,0.0,PASS
offkd,20,E_general,14,self_attn.v_proj,0.01,863,863.0,0.0,PASS
offkd,20,E_general,14,self_attn.v_proj,0.025,751,751.0,0.0,PASS
offkd,20,E_general,14,self_attn.v_proj,0.05,631,631.0,0.0,PASS
offkd,20,E_general,14,self_attn.v_proj,0.1,479,479.0,0.0,PASS
offkd,20,E_math,14,mlp.down_proj,0.01,1159,1159.0,0.0,PASS
offkd,20,E_math,14,mlp.down_proj,0.025,908,908.0,0.0,PASS
offkd,20,E_math,14,mlp.down_proj,0.05,698,698.0,0.0,PASS
offkd,20,E_math,14,mlp.down_proj,0.1,481,481.0,0.0,PASS
offkd,20,E_math,14,mlp.gate_proj,0.01,584,584.0,0.0,PASS
offkd,20,E_math,14,mlp.gate_proj,0.025,320,320.0,0.0,PASS
offkd,20,E_math,14,mlp.gate_proj,0.05,156,156.0,0.0,PASS
offkd,20,E_math,14,mlp.gate_proj,0.1,48,48.0,0.0,PASS
offkd,20,E_math,14,mlp.up_proj,0.01,1018,1018.0,0.0,PASS
offkd,20,E_math,14,mlp.up_proj,0.025,748,748.0,0.0,PASS
offkd,20,E_math,14,mlp.up_proj,0.05,532,532.0,0.0,PASS
offkd,20,E_math,14,mlp.up_proj,0.1,324,324.0,0.0,PASS
offkd,20,E_math,14,self_attn.k_proj,0.01,262,262.0,0.0,PASS
offkd,20,E_math,14,self_attn.k_proj,0.025,149,149.0,0.0,PASS
offkd,20,E_math,14,self_attn.k_proj,0.05,83,83.0,0.0,PASS
offkd,20,E_math,14,self_attn.k_proj,0.1,38,38.0,0.0,PASS
offkd,20,E_math,14,self_attn.o_proj,0.01,830,830.0,0.0,PASS
offkd,20,E_math,14,self_attn.o_proj,0.025,610,610.0,0.0,PASS
offkd,20,E_math,14,self_attn.o_proj,0.05,444,444.0,0.0,PASS
offkd,20,E_math,14,self_attn.o_proj,0.1,288,288.0,0.0,PASS
offkd,20,E_math,14,self_attn.q_proj,0.01,387,387.0,0.0,PASS
offkd,20,E_math,14,self_attn.q_proj,0.025,205,205.0,0.0,PASS
offkd,20,E_math,14,self_attn.q_proj,0.05,101,101.0,0.0,PASS
offkd,20,E_math,14,self_attn.q_proj,0.1,38,38.0,0.0,PASS
offkd,20,E_math,14,self_attn.v_proj,0.01,658,658.0,0.0,PASS
offkd,20,E_math,14,self_attn.v_proj,0.025,515,515.0,0.0,PASS
offkd,20,E_math,14,self_attn.v_proj,0.05,396,396.0,0.0,PASS
offkd,20,E_math,14,self_attn.v_proj,0.1,272,272.0,0.0,PASS
offkd,20,E_ood,14,mlp.down_proj,0.01,2449,2449.0,0.0,PASS
offkd,20,E_ood,14,mlp.down_proj,0.025,2054,2054.0,0.0,PASS
offkd,20,E_ood,14,mlp.down_proj,0.05,1664,1664.0,0.0,PASS
offkd,20,E_ood,14,mlp.down_proj,0.1,1208,1208.0,0.0,PASS
offkd,20,E_ood,14,mlp.gate_proj,0.01,1347,1347.0,0.0,PASS
offkd,20,E_ood,14,mlp.gate_proj,0.025,726,726.0,0.0,PASS
offkd,20,E_ood,14,mlp.gate_proj,0.05,324,324.0,0.0,PASS
offkd,20,E_ood,14,mlp.gate_proj,0.1,81,81.0,0.0,PASS
offkd,20,E_ood,14,mlp.up_proj,0.01,2259,2259.0,0.0,PASS
offkd,20,E_ood,14,mlp.up_proj,0.025,1770,1770.0,0.0,PASS
offkd,20,E_ood,14,mlp.up_proj,0.05,1314,1314.0,0.0,PASS
offkd,20,E_ood,14,mlp.up_proj,0.1,821,821.0,0.0,PASS
offkd,20,E_ood,14,self_attn.k_proj,0.01,328,328.0,0.0,PASS
offkd,20,E_ood,14,self_attn.k_proj,0.025,176,176.0,0.0,PASS
offkd,20,E_ood,14,self_attn.k_proj,0.05,90,90.0,0.0,PASS
offkd,20,E_ood,14,self_attn.k_proj,0.1,39,39.0,0.0,PASS
offkd,20,E_ood,14,self_attn.o_proj,0.01,1557,1557.0,0.0,PASS
offkd,20,E_ood,14,self_attn.o_proj,0.025,1191,1191.0,0.0,PASS
offkd,20,E_ood,14,self_attn.o_proj,0.05,892,892.0,0.0,PASS
offkd,20,E_ood,14,self_attn.o_proj,0.1,587,587.0,0.0,PASS
offkd,20,E_ood,14,self_attn.q_proj,0.01,598,598.0,0.0,PASS
offkd,20,E_ood,14,self_attn.q_proj,0.025,285,285.0,0.0,PASS
offkd,20,E_ood,14,self_attn.q_proj,0.05,121,121.0,0.0,PASS
offkd,20,E_ood,14,self_attn.q_proj,0.1,40,40.0,0.0,PASS
offkd,20,E_ood,14,self_attn.v_proj,0.01,847,847.0,0.0,PASS
offkd,20,E_ood,14,self_attn.v_proj,0.025,727,727.0,0.0,PASS
offkd,20,E_ood,14,self_attn.v_proj,0.05,601,601.0,0.0,PASS
offkd,20,E_ood,14,self_attn.v_proj,0.1,444,444.0,0.0,PASS
offkd,20,E_if,14,mlp.down_proj,0.01,2424,2424.0,0.0,PASS
offkd,20,E_if,14,mlp.down_proj,0.025,2016,2016.0,0.0,PASS
offkd,20,E_if,14,mlp.down_proj,0.05,1616,1616.0,0.0,PASS
offkd,20,E_if,14,mlp.down_proj,0.1,1149,1149.0,0.0,PASS
offkd,20,E_if,14,mlp.gate_proj,0.01,1294,1294.0,0.0,PASS
offkd,20,E_if,14,mlp.gate_proj,0.025,696,696.0,0.0,PASS
offkd,20,E_if,14,mlp.gate_proj,0.05,319,319.0,0.0,PASS
offkd,20,E_if,14,mlp.gate_proj,0.1,92,92.0,0.0,PASS
offkd,20,E_if,14,mlp.up_proj,0.01,2167,2167.0,0.0,PASS
offkd,20,E_if,14,mlp.up_proj,0.025,1657,1657.0,0.0,PASS
offkd,20,E_if,14,mlp.up_proj,0.05,1193,1193.0,0.0,PASS
offkd,20,E_if,14,mlp.up_proj,0.1,709,709.0,0.0,PASS
offkd,20,E_if,14,self_attn.k_proj,0.01,341,341.0,0.0,PASS
offkd,20,E_if,14,self_attn.k_proj,0.025,186,186.0,0.0,PASS
offkd,20,E_if,14,self_attn.k_proj,0.05,97,97.0,0.0,PASS
offkd,20,E_if,14,self_attn.k_proj,0.1,42,42.0,0.0,PASS
offkd,20,E_if,14,self_attn.o_proj,0.01,1509,1509.0,0.0,PASS
offkd,20,E_if,14,self_attn.o_proj,0.025,1154,1154.0,0.0,PASS
offkd,20,E_if,14,self_attn.o_proj,0.05,865,865.0,0.0,PASS
offkd,20,E_if,14,self_attn.o_proj,0.1,568,568.0,0.0,PASS
offkd,20,E_if,14,self_attn.q_proj,0.01,621,621.0,0.0,PASS
offkd,20,E_if,14,self_attn.q_proj,0.025,303,303.0,0.0,PASS
offkd,20,E_if,14,self_attn.q_proj,0.05,132,132.0,0.0,PASS
offkd,20,E_if,14,self_attn.q_proj,0.1,43,43.0,0.0,PASS
offkd,20,E_if,14,self_attn.v_proj,0.01,829,829.0,0.0,PASS
offkd,20,E_if,14,self_attn.v_proj,0.025,701,701.0,0.0,PASS
offkd,20,E_if,14,self_attn.v_proj,0.05,568,568.0,0.0,PASS
offkd,20,E_if,14,self_attn.v_proj,0.1,405,405.0,0.0,PASS
offkd,40,E_general,14,mlp.down_proj,0.01,2528,2528.0,0.0,PASS
offkd,40,E_general,14,mlp.down_proj,0.025,2165,2165.0,0.0,PASS
offkd,40,E_general,14,mlp.down_proj,0.05,1800,1800.0,0.0,PASS
offkd,40,E_general,14,mlp.down_proj,0.1,1360,1360.0,0.0,PASS
offkd,40,E_general,14,mlp.gate_proj,0.01,1394,1394.0,0.0,PASS
offkd,40,E_general,14,mlp.gate_proj,0.025,779,779.0,0.0,PASS
offkd,40,E_general,14,mlp.gate_proj,0.05,363,363.0,0.0,PASS
offkd,40,E_general,14,mlp.gate_proj,0.1,98,98.0,0.0,PASS
offkd,40,E_general,14,mlp.up_proj,0.01,2313,2313.0,0.0,PASS
offkd,40,E_general,14,mlp.up_proj,0.025,1850,1850.0,0.0,PASS
offkd,40,E_general,14,mlp.up_proj,0.05,1410,1410.0,0.0,PASS
offkd,40,E_general,14,mlp.up_proj,0.1,921,921.0,0.0,PASS
offkd,40,E_general,14,self_attn.k_proj,0.01,372,372.0,0.0,PASS
offkd,40,E_general,14,self_attn.k_proj,0.025,209,209.0,0.0,PASS
offkd,40,E_general,14,self_attn.k_proj,0.05,110,110.0,0.0,PASS
offkd,40,E_general,14,self_attn.k_proj,0.1,48,48.0,0.0,PASS
offkd,40,E_general,14,self_attn.o_proj,0.01,1585,1585.0,0.0,PASS
offkd,40,E_general,14,self_attn.o_proj,0.025,1240,1240.0,0.0,PASS
offkd,40,E_general,14,self_attn.o_proj,0.05,956,956.0,0.0,PASS
offkd,40,E_general,14,self_attn.o_proj,0.1,660,660.0,0.0,PASS
offkd,40,E_general,14,self_attn.q_proj,0.01,688,688.0,0.0,PASS
offkd,40,E_general,14,self_attn.q_proj,0.025,347,347.0,0.0,PASS
offkd,40,E_general,14,self_attn.q_proj,0.05,154,154.0,0.0,PASS
offkd,40,E_general,14,self_attn.q_proj,0.1,49,49.0,0.0,PASS
offkd,40,E_general,14,self_attn.v_proj,0.01,863,863.0,0.0,PASS
offkd,40,E_general,14,self_attn.v_proj,0.025,751,751.0,0.0,PASS
offkd,40,E_general,14,self_attn.v_proj,0.05,631,631.0,0.0,PASS
offkd,40,E_general,14,self_attn.v_proj,0.1,479,479.0,0.0,PASS
offkd,40,E_math,14,mlp.down_proj,0.01,1158,1158.0,0.0,PASS
offkd,40,E_math,14,mlp.down_proj,0.025,907,907.0,0.0,PASS
offkd,40,E_math,14,mlp.down_proj,0.05,697,697.0,0.0,PASS
offkd,40,E_math,14,mlp.down_proj,0.1,480,480.0,0.0,PASS
offkd,40,E_math,14,mlp.gate_proj,0.01,582,582.0,0.0,PASS
offkd,40,E_math,14,mlp.gate_proj,0.025,318,318.0,0.0,PASS
offkd,40,E_math,14,mlp.gate_proj,0.05,155,155.0,0.0,PASS
offkd,40,E_math,14,mlp.gate_proj,0.1,47,47.0,0.0,PASS
offkd,40,E_math,14,mlp.up_proj,0.01,1017,1017.0,0.0,PASS
offkd,40,E_math,14,mlp.up_proj,0.025,746,746.0,0.0,PASS
offkd,40,E_math,14,mlp.up_proj,0.05,531,531.0,0.0,PASS
offkd,40,E_math,14,mlp.up_proj,0.1,323,323.0,0.0,PASS
offkd,40,E_math,14,self_attn.k_proj,0.01,261,261.0,0.0,PASS
offkd,40,E_math,14,self_attn.k_proj,0.025,149,149.0,0.0,PASS
offkd,40,E_math,14,self_attn.k_proj,0.05,83,83.0,0.0,PASS
offkd,40,E_math,14,self_attn.k_proj,0.1,38,38.0,0.0,PASS
offkd,40,E_math,14,self_attn.o_proj,0.01,833,833.0,0.0,PASS
offkd,40,E_math,14,self_attn.o_proj,0.025,613,613.0,0.0,PASS
offkd,40,E_math,14,self_attn.o_proj,0.05,447,447.0,0.0,PASS
offkd,40,E_math,14,self_attn.o_proj,0.1,290,290.0,0.0,PASS
offkd,40,E_math,14,self_attn.q_proj,0.01,386,386.0,0.0,PASS
offkd,40,E_math,14,self_attn.q_proj,0.025,205,205.0,0.0,PASS
offkd,40,E_math,14,self_attn.q_proj,0.05,101,101.0,0.0,PASS
offkd,40,E_math,14,self_attn.q_proj,0.1,38,38.0,0.0,PASS
offkd,40,E_math,14,self_attn.v_proj,0.01,657,657.0,0.0,PASS
offkd,40,E_math,14,self_attn.v_proj,0.025,515,515.0,0.0,PASS
offkd,40,E_math,14,self_attn.v_proj,0.05,395,395.0,0.0,PASS
offkd,40,E_math,14,self_attn.v_proj,0.1,272,272.0,0.0,PASS
offkd,40,E_ood,14,mlp.down_proj,0.01,2447,2447.0,0.0,PASS
offkd,40,E_ood,14,mlp.down_proj,0.025,2051,2051.0,0.0,PASS
offkd,40,E_ood,14,mlp.down_proj,0.05,1661,1661.0,0.0,PASS
offkd,40,E_ood,14,mlp.down_proj,0.1,1205,1205.0,0.0,PASS
offkd,40,E_ood,14,mlp.gate_proj,0.01,1340,1340.0,0.0,PASS
offkd,40,E_ood,14,mlp.gate_proj,0.025,720,720.0,0.0,PASS
offkd,40,E_ood,14,mlp.gate_proj,0.05,320,320.0,0.0,PASS
offkd,40,E_ood,14,mlp.gate_proj,0.1,80,80.0,0.0,PASS
offkd,40,E_ood,14,mlp.up_proj,0.01,2255,2255.0,0.0,PASS
offkd,40,E_ood,14,mlp.up_proj,0.025,1765,1765.0,0.0,PASS
offkd,40,E_ood,14,mlp.up_proj,0.05,1309,1309.0,0.0,PASS
offkd,40,E_ood,14,mlp.up_proj,0.1,816,816.0,0.0,PASS
offkd,40,E_ood,14,self_attn.k_proj,0.01,327,327.0,0.0,PASS
offkd,40,E_ood,14,self_attn.k_proj,0.025,175,175.0,0.0,PASS
offkd,40,E_ood,14,self_attn.k_proj,0.05,89,89.0,0.0,PASS
offkd,40,E_ood,14,self_attn.k_proj,0.1,39,39.0,0.0,PASS
offkd,40,E_ood,14,self_attn.o_proj,0.01,1555,1555.0,0.0,PASS
offkd,40,E_ood,14,self_attn.o_proj,0.025,1190,1190.0,0.0,PASS
offkd,40,E_ood,14,self_attn.o_proj,0.05,890,890.0,0.0,PASS
offkd,40,E_ood,14,self_attn.o_proj,0.1,585,585.0,0.0,PASS
offkd,40,E_ood,14,self_attn.q_proj,0.01,596,596.0,0.0,PASS
offkd,40,E_ood,14,self_attn.q_proj,0.025,283,283.0,0.0,PASS
offkd,40,E_ood,14,self_attn.q_proj,0.05,120,120.0,0.0,PASS
offkd,40,E_ood,14,self_attn.q_proj,0.1,40,40.0,0.0,PASS
offkd,40,E_ood,14,self_attn.v_proj,0.01,847,847.0,0.0,PASS
offkd,40,E_ood,14,self_attn.v_proj,0.025,726,726.0,0.0,PASS
offkd,40,E_ood,14,self_attn.v_proj,0.05,600,600.0,0.0,PASS
offkd,40,E_ood,14,self_attn.v_proj,0.1,443,443.0,0.0,PASS
offkd,40,E_if,14,mlp.down_proj,0.01,2424,2424.0,0.0,PASS
offkd,40,E_if,14,mlp.down_proj,0.025,2016,2016.0,0.0,PASS
offkd,40,E_if,14,mlp.down_proj,0.05,1615,1615.0,0.0,PASS
offkd,40,E_if,14,mlp.down_proj,0.1,1149,1149.0,0.0,PASS
offkd,40,E_if,14,mlp.gate_proj,0.01,1292,1292.0,0.0,PASS
offkd,40,E_if,14,mlp.gate_proj,0.025,694,694.0,0.0,PASS
offkd,40,E_if,14,mlp.gate_proj,0.05,318,318.0,0.0,PASS
offkd,40,E_if,14,mlp.gate_proj,0.1,92,92.0,0.0,PASS
offkd,40,E_if,14,mlp.up_proj,0.01,2167,2167.0,0.0,PASS
offkd,40,E_if,14,mlp.up_proj,0.025,1656,1656.0,0.0,PASS
offkd,40,E_if,14,mlp.up_proj,0.05,1192,1192.0,0.0,PASS
offkd,40,E_if,14,mlp.up_proj,0.1,709,709.0,0.0,PASS
offkd,40,E_if,14,self_attn.k_proj,0.01,341,341.0,0.0,PASS
offkd,40,E_if,14,self_attn.k_proj,0.025,186,186.0,0.0,PASS
offkd,40,E_if,14,self_attn.k_proj,0.05,96,96.0,0.0,PASS
offkd,40,E_if,14,self_attn.k_proj,0.1,42,42.0,0.0,PASS
offkd,40,E_if,14,self_attn.o_proj,0.01,1510,1510.0,0.0,PASS
offkd,40,E_if,14,self_attn.o_proj,0.025,1156,1156.0,0.0,PASS
offkd,40,E_if,14,self_attn.o_proj,0.05,866,866.0,0.0,PASS
offkd,40,E_if,14,self_attn.o_proj,0.1,570,570.0,0.0,PASS
offkd,40,E_if,14,self_attn.q_proj,0.01,620,620.0,0.0,PASS
offkd,40,E_if,14,self_attn.q_proj,0.025,302,302.0,0.0,PASS
offkd,40,E_if,14,self_attn.q_proj,0.05,132,132.0,0.0,PASS
offkd,40,E_if,14,self_attn.q_proj,0.1,43,43.0,0.0,PASS
offkd,40,E_if,14,self_attn.v_proj,0.01,829,829.0,0.0,PASS
offkd,40,E_if,14,self_attn.v_proj,0.025,701,701.0,0.0,PASS
offkd,40,E_if,14,self_attn.v_proj,0.05,568,568.0,0.0,PASS
offkd,40,E_if,14,self_attn.v_proj,0.1,406,406.0,0.0,PASS
offkd,80,E_general,14,mlp.down_proj,0.01,2527,2527.0,0.0,PASS
offkd,80,E_general,14,mlp.down_proj,0.025,2164,2164.0,0.0,PASS
offkd,80,E_general,14,mlp.down_proj,0.05,1798,1798.0,0.0,PASS
offkd,80,E_general,14,mlp.down_proj,0.1,1358,1358.0,0.0,PASS
offkd,80,E_general,14,mlp.gate_proj,0.01,1392,1392.0,0.0,PASS
offkd,80,E_general,14,mlp.gate_proj,0.025,777,777.0,0.0,PASS
offkd,80,E_general,14,mlp.gate_proj,0.05,362,362.0,0.0,PASS
offkd,80,E_general,14,mlp.gate_proj,0.1,97,97.0,0.0,PASS
offkd,80,E_general,14,mlp.up_proj,0.01,2313,2313.0,0.0,PASS
offkd,80,E_general,14,mlp.up_proj,0.025,1850,1850.0,0.0,PASS
offkd,80,E_general,14,mlp.up_proj,0.05,1410,1410.0,0.0,PASS
offkd,80,E_general,14,mlp.up_proj,0.1,921,921.0,0.0,PASS
offkd,80,E_general,14,self_attn.k_proj,0.01,370,370.0,0.0,PASS
offkd,80,E_general,14,self_attn.k_proj,0.025,208,208.0,0.0,PASS
offkd,80,E_general,14,self_attn.k_proj,0.05,109,109.0,0.0,PASS
offkd,80,E_general,14,self_attn.k_proj,0.1,48,48.0,0.0,PASS
offkd,80,E_general,14,self_attn.o_proj,0.01,1586,1586.0,0.0,PASS
offkd,80,E_general,14,self_attn.o_proj,0.025,1241,1241.0,0.0,PASS
offkd,80,E_general,14,self_attn.o_proj,0.05,957,957.0,0.0,PASS
offkd,80,E_general,14,self_attn.o_proj,0.1,661,661.0,0.0,PASS
offkd,80,E_general,14,self_attn.q_proj,0.01,685,685.0,0.0,PASS
offkd,80,E_general,14,self_attn.q_proj,0.025,346,346.0,0.0,PASS
offkd,80,E_general,14,self_attn.q_proj,0.05,153,153.0,0.0,PASS
offkd,80,E_general,14,self_attn.q_proj,0.1,49,49.0,0.0,PASS
offkd,80,E_general,14,self_attn.v_proj,0.01,864,864.0,0.0,PASS
offkd,80,E_general,14,self_attn.v_proj,0.025,751,751.0,0.0,PASS
offkd,80,E_general,14,self_attn.v_proj,0.05,631,631.0,0.0,PASS
offkd,80,E_general,14,self_attn.v_proj,0.1,479,479.0,0.0,PASS
offkd,80,E_math,14,mlp.down_proj,0.01,1155,1155.0,0.0,PASS
offkd,80,E_math,14,mlp.down_proj,0.025,904,904.0,0.0,PASS
offkd,80,E_math,14,mlp.down_proj,0.05,693,693.0,0.0,PASS
offkd,80,E_math,14,mlp.down_proj,0.1,476,476.0,0.0,PASS
offkd,80,E_math,14,mlp.gate_proj,0.01,576,576.0,0.0,PASS
offkd,80,E_math,14,mlp.gate_proj,0.025,313,313.0,0.0,PASS
offkd,80,E_math,14,mlp.gate_proj,0.05,151,151.0,0.0,PASS
offkd,80,E_math,14,mlp.gate_proj,0.1,46,46.0,0.0,PASS
offkd,80,E_math,14,mlp.up_proj,0.01,1014,1014.0,0.0,PASS
offkd,80,E_math,14,mlp.up_proj,0.025,743,743.0,0.0,PASS
offkd,80,E_math,14,mlp.up_proj,0.05,528,528.0,0.0,PASS
offkd,80,E_math,14,mlp.up_proj,0.1,321,321.0,0.0,PASS
offkd,80,E_math,14,self_attn.k_proj,0.01,259,259.0,0.0,PASS
offkd,80,E_math,14,self_attn.k_proj,0.025,148,148.0,0.0,PASS
offkd,80,E_math,14,self_attn.k_proj,0.05,82,82.0,0.0,PASS
offkd,80,E_math,14,self_attn.k_proj,0.1,38,38.0,0.0,PASS
offkd,80,E_math,14,self_attn.o_proj,0.01,834,834.0,0.0,PASS
